📺央视频道,#genre#
CCTV-1,http://iptv.4666888.xyz/FYTV.txt
CCTV-1,https://php.946985.filegear-sg.me/jackTV.m3u
CCTV-1,https://live.ottiptv.cc/iptv.m3u?userid=7601455084&sign=8d90bbf8aeac077cf2f4cc84a6a67a9ef5cdf776237a4c716b75a37c33c5c3044f0630b937bb210c795ead158d3bf3fdc9ef716881d7f57e146ae978afcc3e31526b2cdae71fd0&auth_token=47968e58f2b34cace69dbe0d0fc69b93
CCTV-1,https://gh-proxy.com/raw.githubusercontent.com/Guovin/iptv-api/gd/output/result.m3u
CCTV-1,https://gh-proxy.com/raw.githubusercontent.com/alenin-zhang/IPTV/master/lenin.txt
CCTV-1,http://tvv.tw/github.com/fafa002/yf2025/blob/main/yiyifafa.txt
CCTV-1,https://gitee.com/OscarWilde/itv/raw/master/tv.txt
CCTV-1,https://gh-proxy.com/raw.githubusercontent.com/Jsnzkpg/Jsnzkpg/Jsnzkpg/Jsnzkpg1.m3u
CCTV-2,http://iptv.4666888.xyz/FYTV.txt
CCTV-2,https://php.946985.filegear-sg.me/jackTV.m3u
CCTV-2,https://live.ottiptv.cc/iptv.m3u?userid=7601455084&sign=8d90bbf8aeac077cf2f4cc84a6a67a9ef5cdf776237a4c716b75a37c33c5c3044f0630b937bb210c795ead158d3bf3fdc9ef716881d7f57e146ae978afcc3e31526b2cdae71fd0&auth_token=47968e58f2b34cace69dbe0d0fc69b93
CCTV-2,https://gh-proxy.com/raw.githubusercontent.com/Guovin/iptv-api/gd/output/result.m3u
CCTV-2,https://gh-proxy.com/raw.githubusercontent.com/alenin-zhang/IPTV/master/lenin.txt
CCTV-2,http://tvv.tw/github.com/fafa002/yf2025/blob/main/yiyifafa.txt
CCTV-2,https://gitee.com/OscarWilde/itv/raw/master/tv.txt
CCTV-2,https://gh-proxy.com/raw.githubusercontent.com/Jsnzkpg/Jsnzkpg/Jsnzkpg/Jsnzkpg1.m3u
CCTV-3,http://iptv.4666888.xyz/FYTV.txt
CCTV-3,https://php.946985.filegear-sg.me/jackTV.m3u
CCTV-3,https://live.ottiptv.cc/iptv.m3u?userid=7601455084&sign=8d90bbf8aeac077cf2f4cc84a6a67a9ef5cdf776237a4c716b75a37c33c5c3044f0630b937bb210c795ead158d3bf3fdc9ef716881d7f57e146ae978afcc3e31526b2cdae71fd0&auth_token=47968e58f2b34cace69dbe0d0fc69b93
CCTV-3,https://gh-proxy.com/raw.githubusercontent.com/Guovin/iptv-api/gd/output/result.m3u
CCTV-3,https://gh-proxy.com/raw.githubusercontent.com/alenin-zhang/IPTV/master/lenin.txt
CCTV-3,http://tvv.tw/github.com/fafa002/yf2025/blob/main/yiyifafa.txt
CCTV-3,https://gitee.com/OscarWilde/itv/raw/master/tv.txt
CCTV-3,https://gh-proxy.com/raw.githubusercontent.com/Jsnzkpg/Jsnzkpg/Jsnzkpg/Jsnzkpg1.m3u
CCTV-4,http://iptv.4666888.xyz/FYTV.txt
CCTV-4,https://php.946985.filegear-sg.me/jackTV.m3u
CCTV-4,https://live.ottiptv.cc/iptv.m3u?userid=7601455084&sign=8d90bbf8aeac077cf2f4cc84a6a67a9ef5cdf776237a4c716b75a37c33c5c3044f0630b937bb210c795ead158d3bf3fdc9ef716881d7f57e146ae978afcc3e31526b2cdae71fd0&auth_token=47968e58f2b34cace69dbe0d0fc69b93
CCTV-4,https://gh-proxy.com/raw.githubusercontent.com/Guovin/iptv-api/gd/output/result.m3u
CCTV-4,https://gh-proxy.com/raw.githubusercontent.com/alenin-zhang/IPTV/master/lenin.txt
CCTV-4,http://tvv.tw/github.com/fafa002/yf2025/blob/main/yiyifafa.txt
CCTV-4,https://gitee.com/OscarWilde/itv/raw/master/tv.txt
CCTV-4,https://gh-proxy.com/raw.githubusercontent.com/Jsnzkpg/Jsnzkpg/Jsnzkpg/Jsnzkpg1.m3u
CCTV-5,http://iptv.4666888.xyz/FYTV.txt
CCTV-5,https://php.946985.filegear-sg.me/jackTV.m3u
CCTV-5,https://live.ottiptv.cc/iptv.m3u?userid=7601455084&sign=8d90bbf8aeac077cf2f4cc84a6a67a9ef5cdf776237a4c716b75a37c33c5c3044f0630b937bb210c795ead158d3bf3fdc9ef716881d7f57e146ae978afcc3e31526b2cdae71fd0&auth_token=47968e58f2b34cace69dbe0d0fc69b93
CCTV-5,https://gh-proxy.com/raw.githubusercontent.com/Guovin/iptv-api/gd/output/result.m3u
CCTV-5,https://gh-proxy.com/raw.githubusercontent.com/alenin-zhang/IPTV/master/lenin.txt
CCTV-5,http://tvv.tw/github.com/fafa002/yf2025/blob/main/yiyifafa.txt
CCTV-5,https://gitee.com/OscarWilde/itv/raw/master/tv.txt
CCTV-5,https://gh-proxy.com/raw.githubusercontent.com/Jsnzkpg/Jsnzkpg/Jsnzkpg/Jsnzkpg1.m3u
CCTV-6,http://iptv.4666888.xyz/FYTV.txt
CCTV-6,https://php.946985.filegear-sg.me/jackTV.m3u
